ID,SalePrice,fecha
944,97345,2010
945,74256,2010
946,75920,2010
947,75504,2010
948,75920,2010
949,143362,2010
950,146460,2010
951,106194,2010
952,161061,2010
953,398230,2010
954,61946,2010
955,337168,2010
956,107079,2010
957,84955,2010
958,39380,2010
959,130973,2010
960,168141,2010
961,88495,2010
962,106194,2010
963,84955,2010
964,75504,2010
965,73008,2010
966,75920,2010
967,86725,2010
968,37168,2010
969,133628,2010
970,57964,2010
971,194690,2010
972,169911,2010
973,193805,2010
974,104867,2010
975,182300,2010
976,75221,2010
977,190265,2010
978,287610,2010
979,109734,2010
980,176991,2010
981,58849,2010
982,39823,2010
983,125663,2010
984,57964,2010
985,132743,2010
986,170353,2010
987,85398,2010
988,44247,2010
989,132300,2010
990,188495,2010
991,168141,2010
992,178761,2010
993,132743,2010
994,172566,2010
995,53982,2010
996,227876,2010
997,265486,2010
998,190265,2010
999,169911,2010
1000,105309,2010
1001,194690,2010
1002,126548,2010
1003,141592,2010
1004,60000,2010
1005,107964,2010
1006,82300,2010
1007,61946,2010
1008,59292,2010
1009,145575,2010
1010,142035,2010
1011,36548,2010
1012,65929,2010
1013,168141,2010
1014,75920,2010
1015,113274,2010
1016,178761,2010
1017,234513,2010
1018,185840,2010
1019,156637,2010
1020,416814,2010
1021,384955,2010
1022,223008,2010
1023,212389,2010
1024,75221,2010
1025,154867,2010
1026,153982,2010
1027,53097,2010
1028,265486,2010
1029,318584,2010
1030,380530,2010
1031,54867,2010
1032,172566,2010
1033,186725,2010
1034,79646,2010
1035,130088,2010
1036,190265,2010
1037,129203,2010
1038,171681,2010
1039,353982,2010
1040,162831,2010
1041,157522,2010
1042,173451,2010
1043,159292,2010
1044,172123,2010
1045,216814,2010
1046,162831,2010
1047,175221,2010
1048,165486,2010
1049,179646,2010
1050,181415,2010
1051,150442,2010
1052,383185,2010
1053,462831,2010
1054,382300,2010
1055,448672,2010
1056,360176,2010
1057,382300,2010
1058,435398,2010
1059,371681,2010
1060,94690,2010
1061,186725,2010
1062,92035,2010
1063,90265,2010
1064,214159,2010
1065,188053,2010
1066,60176,2010
1067,130973,2010
1068,43185,2010
1069,110619,2010
1070,196460,2010
1071,65486,2010
1072,169026,2010
1073,85840,2010
1074,177876,2010
1075,185840,2010
1076,155584,2010
1077,161946,2010
1078,165929,2010
1079,141592,2010
1080,130973,2010
1081,91592,2010
1082,146017,2010
1083,166814,2010
1084,141592,2010
1085,115044,2010
1086,100884,2010
1087,163716,2010
1088,210619,2010
1089,82300,2010
1090,153539,2010
1091,103097,2010
1092,83628,2010
1093,184070,2010
1094,229203,2010
1095,196460,2010
1096,76548,2010
1097,75221,2010
1098,191150,2010
1099,199115,2010
1100,183185,2010
1101,191150,2010
1102,383185,2010
1103,383185,2010
1104,422123,2010
1105,383185,2010
1106,348672,2010
1107,422123,2010
1108,57522,2010
1109,97345,2010
1110,65929,2010
1111,194690,2010
1112,238053,2010
1113,258407,2010
1114,176991,2010
1115,128318,2010
1116,130973,2010
1117,132743,2010
1118,82300,2010
1119,236283,2010
1120,170796,2010
1121,238938,2010
1122,84070,2010
1123,230088,2010
1124,132300,2010
1125,38495,2010
1126,37610,2010
1127,170796,2010
1128,212389,2010
1129,113716,2010
1130,221238,2010
1131,240707,2010
1132,242477,2010
1133,233628,2010
1134,346017,2010
1135,163716,2010
1136,198849,2010
1137,371681,2010
1138,360176,2010
1139,370796,2010
1140,405309,2010
1141,370796,2010
1142,383185,2010
1143,382300,2010
1144,199115,2010
1145,314159,2010
1146,83185,2010
1147,92920,2010
1148,63893,2010
1149,108407,2010
1150,175221,2010
1151,92920,2010
1152,63716,2010
1153,146460,2010
1154,181415,2010
1155,34513,2010
1156,142035,2010
1157,132743,2010
1158,245575,2010
1159,221238,2010
1160,167256,2010
1161,167699,2010
1162,176991,2010
1163,73840,2010
1164,228318,2010
1165,135398,2010
1166,119469,2010
1167,159292,2010
1168,228318,2010
1169,206194,2010
1170,190265,2010
1171,112389,2010
1172,230088,2010
1173,234513,2010
1174,75221,2011
1175,76106,2011
1176,128318,2011
1177,76991,2011
1178,201769,2011
1179,192920,2011
1180,435398,2011
1181,393805,2011
1182,383185,2011
1183,393805,2011
1184,394690,2011
1185,406194,2011
1186,419469,2011
1187,360176,2011
1188,394690,2011
1189,393805,2011
1190,370796,2011
1191,360176,2011
1192,393805,2011
1193,59911,2011
1194,278761,2011
1195,185840,2011
1196,176991,2011
1197,215929,2011
1198,171681,2011
1199,214601,2011
1200,167256,2011
1201,171681,2011
1202,40088,2011
1203,143805,2011
1204,83185,2011
1205,199115,2011
1206,219469,2011
1207,130088,2011
1208,169026,2011
1209,163716,2011
1210,92920,2011
1211,113274,2011
1212,175221,2011
1213,91150,2011
1214,135398,2011
1215,84070,2011
1216,86725,2011
1217,136283,2011
1218,215929,2011
1219,159292,2011
1220,205752,2011
1221,141592,2011
1222,154867,2011
1223,345132,2011
1224,172566,2011
1225,178761,2011
1226,194690,2011
1227,60176,2011
1228,458407,2011
1229,422123,2011
1230,432743,2011
1231,370796,2011
1232,393805,2011
1233,422123,2011
1234,383185,2011
1235,171681,2011
1236,203539,2011
1237,138495,2011
1238,185840,2011
1239,140707,2011
1240,82300,2011
1241,177876,2011
1242,65486,2011
1243,172566,2011
1244,39823,2011
1245,197345,2011
1246,97345,2011
1247,148230,2011
1248,169026,2011
1249,242477,2011
1250,108849,2011
1251,210619,2011
1252,115044,2011
1253,74778,2011
1254,181415,2011
1255,234513,2011
1256,166371,2011
1257,161061,2011
1258,181415,2011
1259,353982,2011
1260,237168,2011
1261,238053,2011
1262,185398,2011
1263,158407,2011
1264,77433,2011
1265,174778,2011
1266,159292,2011
1267,203539,2011
1268,446017,2011
1269,446017,2011
1270,446017,2011
1271,448672,2011
1272,419469,2011
1273,393805,2011
1274,392920,2011
1275,393805,2011
1276,55752,2011
1277,238938,2011
1278,219469,2011
1279,175221,2011
1280,97345,2011
1281,194690,2011
1282,171681,2011
1283,39823,2011
1284,119469,2011
1285,168141,2011
1286,97345,2011
1287,250442,2011
1288,169292,2011
1289,84513,2011
1290,115929,2011
1291,123008,2011
1292,216371,2011
1293,194690,2011
1294,184070,2011
1295,165486,2011
1296,88495,2011
1297,100000,2011
1298,115044,2011
1299,115044,2011
1300,145132,2011
1301,148672,2011
1302,230088,2011
1303,212389,2011
1304,207079,2011
1305,206194,2011
1306,163716,2011
1307,145132,2011
1308,170353,2011
1309,393805,2011
1310,393805,2011
1311,205309,2011
1312,189380,2011
1313,200000,2011
1314,95575,2011
1315,80088,2011
1316,99115,2011
1317,171681,2011
1318,119469,2011
1319,236283,2011
1320,171238,2011
1321,137168,2011
1322,283185,2011
1323,180088,2011
1324,227433,2011
1325,230088,2011
1326,171681,2011
1327,109734,2011
1328,69469,2011
1329,168141,2011
1330,153097,2011
1331,202654,2011
1332,157522,2011
1333,171681,2011
1334,267256,2011
1335,159292,2011
1336,238938,2011
1337,230088,2011
1338,238938,2011
1339,373893,2011
1340,153097,2011
1341,156637,2011
1342,246017,2011
1343,325663,2011
1344,191150,2011
1345,186725,2011
1346,141592,2011
1347,55752,2011
1348,192035,2011
1349,172566,2011
1350,187610,2011
1351,83185,2011
1352,184070,2011
1353,176991,2011
1354,132743,2011
1355,133628,2011
1356,165486,2011
1357,193805,2011
1358,89380,2011
1359,114159,2011
1360,114159,2011
1361,102212,2011
1362,102212,2011
1363,126548,2011
1364,154867,2011
1365,243362,2011
1366,172566,2011
1367,166371,2011
1368,58849,2011
1369,57522,2011
1370,307079,2011
1371,179646,2011
1372,218584,2011
1373,106194,2011
1374,261061,2011
1375,192035,2011
1376,196460,2011
1377,185840,2011
1378,207079,2011
1379,172566,2011
1380,199115,2011
1381,40265,2011
1382,143362,2011
1383,176991,2011
1384,141592,2011
1385,246902,2011
1386,153097,2011
1387,143362,2011
1388,203539,2011
1389,172566,2011
1390,143362,2011
1391,230088,2011
1392,184070,2011
1393,210619,2011
1394,218584,2011
1395,220353,2011
1396,181415,2011
1397,57964,2011
1398,61681,2011
1399,216814,2011
1400,172566,2011
1401,188495,2011
1402,194690,2011
1403,119469,2011
1404,432743,2011
1405,448672,2011
1406,435398,2011
1407,448672,2011
1408,448672,2011
1409,432743,2011
1410,378761,2011
1411,199115,2011
1412,148672,2011
1413,78761,2011
1414,65486,2011
1415,97345,2011
1416,121681,2011
1417,103097,2011
1418,157522,2011
1419,148672,2011
1420,94690,2011
1421,163716,2011
1422,84955,2011
1423,247787,2011
1424,221238,2011
1425,150442,2011
1426,163716,2011
1427,205309,2011
1428,161946,2011
1429,163716,2011
1430,154867,2011
1431,221238,2011
1432,225663,2011
1433,194690,2011
1434,71238,2011
1435,180530,2011
1436,181415,2011
1437,432743,2011
1438,432743,2011
1439,271681,2011
1440,197345,2011
1441,196460,2011
1442,241592,2011
1443,117699,2011
1444,117699,2011
1445,74336,2011
1446,218584,2011
1447,183185,2011
1448,116814,2011
1449,198230,2011
1450,336283,2011
1451,168141,2011
1452,147787,2011
1453,252212,2011
1454,190265,2011
1455,82300,2011
1456,183185,2011
1457,221238,2011
1458,232743,2011
1459,168141,2011
1460,243362,2011
1461,200884,2011
1462,115044,2011
1463,210619,2011
1464,197345,2011
1465,172566,2011
1466,73893,2011
1467,192920,2011
1468,96460,2011
1469,214159,2011
1470,123008,2011
1471,99557,2011
1472,197345,2011
1473,117256,2011
1474,216814,2011
1475,176106,2011
1476,203539,2011
1477,223893,2011
1478,178761,2011
1479,207964,2011
1480,218141,2011
1481,178318,2011
1482,193805,2011
1483,432743,2011
1484,274336,2011
1485,42477,2011
1486,228318,2011
1487,120353,2011
1488,144247,2011
1489,141592,2011
1490,272566,2011
1491,221238,2011
1492,264601,2011
1493,209734,2011
1494,194690,2011
1495,230088,2011
1496,203539,2011
1497,112831,2011
1498,216814,2011
1499,170796,2011
1500,168141,2011
1501,158407,2011
1502,284955,2011
1503,247787,2011
1504,238053,2011
1505,85840,2011
1506,216814,2011
1507,159292,2011
1508,333628,2011
1509,250442,2011
1510,106194,2011
1511,124778,2011
1512,194690,2011
1513,229203,2011
1514,199115,2011
1515,131415,2011
1516,227433,2011
1517,174336,2011
1518,185840,2011
1519,81415,2011
1520,101769,2011
1521,159557,2011
1522,100000,2011
1523,192035,2011
1524,211150,2011
1525,159292,2011
1526,163716,2011
1527,253097,2011
1528,238053,2011
1529,150442,2011
1530,194690,2011
1531,194690,2011
1532,176991,2011
1533,155752,2011
1534,117699,2011
1535,68141,2011
1536,207964,2011
1537,192920,2011
1538,419469,2011
1539,383185,2011
1540,207964,2011
1541,78318,2011
1542,78761,2011
1543,43362,2011
1544,232743,2011
1545,248672,2011
1546,210619,2011
1547,70796,2011
1548,169911,2011
1549,264424,2011
1550,278761,2011
1551,151327,2011
1552,230088,2011
1553,221238,2011
1554,212389,2011
1555,168141,2011
1556,185840,2011
1557,152212,2011
1558,62389,2012
1559,275663,2012
1560,131858,2012
1561,230088,2012
1562,119469,2012
1563,117699,2012
1564,118584,2012
1565,253097,2012
1566,215044,2012
1567,216814,2012
1568,130973,2012
1569,157522,2012
1570,130088,2012
1571,123893,2012
1572,360176,2012
1573,245132,2012
1574,228849,2012
1575,154867,2012
1576,150442,2012
1577,225663,2012
1578,231858,2012
1579,187610,2012
1580,193805,2012
1581,220353,2012
1582,203539,2012
1583,130973,2012
1584,216814,2012
1585,185840,2012
1586,123893,2012
1587,113274,2012
1588,212389,2012
1589,223893,2012
1590,170796,2012
1591,192920,2012
1592,123893,2012
1593,130973,2012
1594,49734,2012
1595,247787,2012
1596,280973,2012
1597,125663,2012
1598,169469,2012
1599,215929,2012
1600,168141,2012
1601,228761,2012
1602,178761,2012
1603,402654,2012
1604,353982,2012
1605,175221,2012
1606,111504,2012
1607,187610,2012
1608,182300,2012
1609,199115,2012
1610,221238,2012
1611,243362,2012
1612,196460,2012
1613,226548,2012
1614,48053,2012
1615,247787,2012
1616,238938,2012
1617,228318,2012
1618,238053,2012
1619,162831,2012
1620,197345,2012
1621,95132,2012
1622,224778,2012
1623,230088,2012
1624,158407,2012
1625,169911,2012
1626,117699,2012
1627,117256,2012
1628,207964,2012
1629,139823,2012
1630,118141,2012
1631,170796,2012
1632,230088,2012
1633,210619,2012
1634,111504,2012
1635,170796,2012
1636,183185,2012
1637,312389,2012
1638,252212,2012
1639,159292,2012
1640,367256,2012
1641,208407,2012
1642,141592,2012
1643,123893,2012
1644,220353,2012
1645,232300,2012
1646,184070,2012
1647,115044,2012
1648,195575,2012
1649,200000,2012
1650,265044,2012
1651,215929,2012
1652,198230,2012
1653,247787,2012
1654,210619,2012
1655,259292,2012
1656,159292,2012
1657,238053,2012
1658,166371,2012
1659,168141,2012
1660,86725,2012
1661,192920,2012
1662,208849,2012
